# t[days] Lbol[erg/s]
0.51724 3.50319e+40
1.03448 2.12798e+41
1.55172 2.12798e+41
2.06897 1.45035e+41
2.58621 1.10322e+41
3.10345 9.22842e+40
3.62069 9.02548e+40
4.13793 7.61065e+40
4.65517 7.49603e+40
5.17241 6.70863e+40
5.68966 5.74554e+40
6.20690 5.07297e+40
6.72414 4.65820e+40
7.24138 4.19947e+40
7.75862 3.83558e+40
8.27586 3.38377e+40
8.79310 2.81254e+40
9.31034 2.47881e+40
9.82759 2.14322e+40
10.34483 1.85306e+40
10.86207 1.60218e+40
11.37931 1.38527e+40
11.89655 1.19772e+40
12.41379 1.03557e+40
12.93103 8.95367e+39
13.44828 7.74147e+39
13.96552 6.69339e+39
14.48276 5.78720e+39
15.00000 5.00370e+39
