# t[days] Lbol[erg/s]
0.51724 4.21534e+40
1.03448 1.71001e+41
1.55172 3.64922e+41
2.06897 3.64922e+41
2.58621 3.63175e+41
3.10345 3.02783e+41
3.62069 2.38721e+41
4.13793 1.83480e+41
4.65517 1.43657e+41
5.17241 1.06422e+41
5.68966 7.75775e+40
6.20690 5.86506e+40
6.72414 4.54471e+40
7.24138 3.69457e+40
7.75862 3.14536e+40
8.27586 2.70047e+40
8.79310 2.42087e+40
9.31034 2.12919e+40
9.82759 1.81019e+40
10.34483 1.53898e+40
10.86207 1.30841e+40
11.37931 1.11238e+40
11.89655 9.45722e+39
12.41379 8.04032e+39
12.93103 6.83571e+39
13.44828 5.81157e+39
13.96552 4.94087e+39
14.48276 4.20062e+39
15.00000 3.57128e+39
