# t[days] Lbol[erg/s]
0.51724 1.62669e+41
1.03448 4.33723e+41
1.55172 4.33723e+41
2.06897 3.69607e+41
2.58621 2.68167e+41
3.10345 1.89531e+41
3.62069 1.28944e+41
4.13793 8.43860e+40
4.65517 5.80021e+40
5.17241 4.16240e+40
5.68966 3.10194e+40
6.20690 2.44375e+40
6.72414 2.03020e+40
7.24138 1.65085e+40
7.75862 1.47473e+40
8.27586 1.30188e+40
8.79310 1.12319e+40
9.31034 9.69868e+39
9.82759 8.94434e+39
10.34483 8.24868e+39
10.86207 7.60712e+39
11.37931 7.01546e+39
11.89655 6.46981e+39
12.41379 5.96661e+39
12.93103 5.50255e+39
13.44828 5.07457e+39
13.96552 4.67989e+39
14.48276 4.31590e+39
15.00000 3.98022e+39
