# t[days] Lbol[erg/s]
0.51724 4.03394e+40
1.03448 3.84457e+41
1.55172 7.02315e+41
2.06897 7.23299e+41
2.58621 7.23299e+41
3.10345 7.23290e+41
3.62069 6.75435e+41
4.13793 5.61632e+41
4.65517 4.68371e+41
5.17241 3.60697e+41
5.68966 2.85221e+41
6.20690 2.30841e+41
6.72414 1.79956e+41
7.24138 1.44979e+41
7.75862 1.19364e+41
8.27586 9.70032e+40
8.79310 7.69733e+40
9.31034 7.00273e+40
9.82759 6.18614e+40
10.34483 5.46477e+40
10.86207 4.82752e+40
11.37931 4.26457e+40
11.89655 3.76728e+40
12.41379 3.32797e+40
12.93103 2.93990e+40
13.44828 2.59707e+40
13.96552 2.29422e+40
14.48276 2.02669e+40
15.00000 1.79036e+40
