# t[days] u g r i z y J H K
0.51724 -13.834 -14.874 -15.050 -15.223 -15.363 -15.067 -14.767 -14.282 -13.254 
1.03448 -13.834 -14.874 -15.682 -16.057 -16.171 -16.209 -15.817 -15.543 -15.019 
1.55172 -13.070 -14.822 -15.682 -16.057 -16.171 -16.209 -16.208 -15.922 -15.716 
2.06897 -11.652 -13.854 -15.082 -15.771 -16.144 -16.209 -16.208 -15.922 -15.716 
2.58621 -10.261 -12.843 -14.292 -15.118 -15.583 -15.773 -15.932 -15.787 -15.602 
3.10345 -9.328 -11.843 -13.515 -14.541 -15.043 -15.352 -15.541 -15.488 -15.362 
3.62069 -7.922 -11.002 -12.747 -13.870 -14.419 -14.765 -15.019 -15.115 -14.994 
4.13793 -6.787 -9.978 -11.918 -13.195 -13.860 -14.154 -14.619 -14.776 -14.762 
4.65517 -4.349 -9.293 -11.230 -12.588 -13.271 -13.695 -14.201 -14.458 -14.543 
5.17241 -2.154 -8.141 -10.578 -12.046 -12.774 -13.234 -13.777 -14.127 -14.220 
5.68966 -1.744 -7.188 -9.838 -11.319 -12.233 -12.676 -13.457 -13.908 -14.026 
6.20690 -0.141 -6.483 -9.298 -10.856 -11.825 -12.274 -13.053 -13.664 -13.882 
6.72414 -0.141 -6.133 -8.734 -10.469 -11.250 -11.934 -12.826 -13.333 -13.655 
7.24138 -0.054 -5.110 -7.943 -9.827 -10.795 -11.408 -12.396 -13.116 -13.461 
7.75862 3.035 -4.296 -7.384 -9.273 -10.433 -11.056 -12.057 -12.894 -13.251 
8.27586 4.073 -3.972 -6.848 -8.687 -10.066 -10.581 -11.834 -12.654 -13.207 
8.79310 5.111 -2.937 -5.919 -8.278 -9.610 -10.330 -11.487 -12.403 -13.072 
9.31034 6.149 -1.430 -5.918 -7.691 -9.257 -9.763 -11.248 -12.293 -12.878 
9.82759 7.187 -1.430 -5.445 -7.427 -8.680 -9.732 -10.782 -12.046 -12.759 
10.34483 8.224 -0.869 -4.017 -6.648 -8.068 -8.856 -10.573 -11.769 -12.530 
10.86207 9.262 0.560 -3.104 -6.294 -7.976 -8.748 -10.219 -11.666 -12.397 
11.37931 10.300 1.531 -3.639 -5.919 -7.415 -8.369 -9.857 -11.395 -12.198 
11.89655 11.338 2.503 -3.104 -5.592 -7.177 -8.149 -9.830 -11.152 -12.056 
12.41379 12.376 3.474 -2.394 -4.965 -6.409 -7.465 -9.443 -10.866 -11.876 
12.93103 13.414 4.445 1.354 -4.890 -6.119 -6.789 -9.124 -10.691 -11.739 
13.44828 14.452 5.416 2.219 -3.636 -5.086 -6.655 -8.710 -10.385 -11.483 
13.96552 15.489 6.387 3.085 -3.046 -4.647 -5.856 -8.275 -10.056 -11.222 
14.48276 16.527 7.359 3.950 -1.895 -2.955 -4.889 -7.944 -9.683 -10.986 
15.00000 16.527 7.359 3.950 -1.374 -2.462 -4.572 -7.274 -9.352 -10.731 
