# t[days] u g r i z y J H K
0.51724 -9.651 -9.685 -10.749 -12.551 -11.819 -10.342 -10.108 -3.258 -12.307 
1.03448 -12.005 -13.545 -14.008 -14.975 -14.632 -14.397 -14.755 -13.565 -13.772 
1.55172 -12.528 -13.622 -14.987 -15.897 -15.779 -15.626 -15.641 -15.280 -13.772 
2.06897 -12.528 -13.622 -14.995 -15.909 -16.214 -15.935 -15.641 -15.476 -14.982 
2.58621 -12.026 -13.602 -15.094 -15.909 -16.214 -15.935 -15.517 -15.549 -15.449 
3.10345 -11.744 -13.550 -14.995 -15.900 -16.041 -15.794 -15.434 -15.549 -15.449 
3.62069 -11.190 -13.507 -14.955 -15.770 -16.010 -15.623 -15.279 -15.090 -15.259 
4.13793 -10.839 -13.377 -14.823 -15.624 -15.608 -15.438 -14.902 -15.060 -14.973 
4.65517 -10.250 -13.137 -14.655 -15.450 -15.437 -15.097 -14.700 -14.783 -14.544 
5.17241 -9.677 -12.749 -14.453 -15.179 -15.245 -14.718 -14.228 -14.269 -14.494 
5.68966 -9.223 -12.529 -14.171 -14.905 -14.891 -14.475 -13.876 -13.840 -14.233 
6.20690 -8.674 -12.220 -13.866 -14.602 -14.451 -14.215 -13.876 -13.795 -14.192 
6.72414 -8.343 -11.905 -13.688 -14.319 -14.256 -13.870 -13.729 -13.613 -13.609 
7.24138 -7.954 -11.623 -13.382 -14.076 -13.908 -13.661 -13.308 -13.494 -13.472 
7.75862 -7.294 -11.200 -13.067 -13.820 -13.675 -13.175 -13.242 -13.259 -13.399 
8.27586 -6.783 -10.947 -12.872 -13.552 -13.492 -13.137 -12.987 -13.242 -13.394 
8.79310 -6.074 -10.671 -12.629 -13.354 -13.250 -12.975 -12.883 -13.106 -13.176 
9.31034 -5.466 -10.291 -12.398 -13.119 -13.154 -12.637 -12.698 -12.962 -13.173 
9.82759 -5.322 -10.148 -12.193 -12.941 -12.905 -12.484 -12.698 -12.906 -13.006 
10.34483 -5.137 -9.760 -11.866 -12.699 -12.795 -12.483 -12.505 -12.894 -12.991 
10.86207 -4.309 -9.509 -11.644 -12.479 -12.548 -12.392 -12.468 -12.866 -12.969 
11.37931 -4.140 -9.253 -11.454 -12.328 -12.327 -12.200 -12.340 -12.797 -12.881 
11.89655 -3.112 -9.068 -11.300 -12.131 -12.289 -12.128 -12.219 -12.791 -12.828 
12.41379 -3.112 -8.661 -10.964 -11.944 -12.086 -11.984 -12.089 -12.747 -12.782 
12.93103 -1.470 -8.285 -10.688 -11.625 -11.894 -11.679 -12.075 -12.629 -12.723 
13.44828 -0.222 -7.813 -10.482 -11.509 -11.532 -11.586 -11.910 -12.570 -12.723 
13.96552 0.277 -7.658 -10.310 -11.327 -11.474 -11.399 -11.845 -12.418 -12.681 
14.48276 1.194 -7.319 -10.053 -10.958 -11.174 -11.100 -11.662 -12.258 -12.635 
15.00000 1.194 -6.647 -9.592 -10.764 -11.130 -11.004 -11.517 -12.053 -12.349 
