# t[days] Lbol[erg/s]
0.51724 1.15054e+40
1.03448 1.68762e+41
1.55172 1.68762e+41
2.06897 1.31289e+41
2.58621 1.19407e+41
3.10345 8.19236e+40
3.62069 7.00815e+40
4.13793 6.31648e+40
4.65517 5.80410e+40
5.17241 5.80112e+40
5.68966 4.85837e+40
6.20690 4.46219e+40
6.72414 4.31606e+40
7.24138 3.72865e+40
7.75862 3.30539e+40
8.27586 2.94758e+40
8.79310 2.47825e+40
9.31034 2.28093e+40
9.82759 2.03551e+40
10.34483 1.81649e+40
10.86207 1.62104e+40
11.37931 1.44662e+40
11.89655 1.29096e+40
12.41379 1.15206e+40
12.93103 1.02810e+40
13.44828 9.17477e+39
13.96552 8.18758e+39
14.48276 7.30661e+39
15.00000 6.52043e+39
