# t[days] Lbol[erg/s]
0.51724 6.51797e+40
1.03448 4.00893e+41
1.55172 8.33385e+41
2.06897 9.19659e+41
2.58621 9.19659e+41
3.10345 8.11016e+41
3.62069 6.82541e+41
4.13793 5.39155e+41
4.65517 4.28666e+41
5.17241 3.19979e+41
5.68966 2.35209e+41
6.20690 1.86822e+41
6.72414 1.45734e+41
7.24138 1.15605e+41
7.75862 8.90291e+40
8.27586 7.61980e+40
8.79310 6.37923e+40
9.31034 5.50932e+40
9.82759 4.64587e+40
10.34483 3.91775e+40
10.86207 3.30374e+40
11.37931 2.78596e+40
11.89655 2.34934e+40
12.41379 1.98114e+40
12.93103 1.67064e+40
13.44828 1.40881e+40
13.96552 1.18802e+40
14.48276 1.00183e+40
15.00000 8.44815e+39
