# t[days] Lbol[erg/s]
0.51724 5.11860e+40
1.03448 1.65776e+41
1.55172 2.08486e+41
2.06897 2.08486e+41
2.58621 1.54767e+41
3.10345 1.29523e+41
3.62069 9.31856e+40
4.13793 6.53305e+40
4.65517 4.74360e+40
5.17241 3.65876e+40
5.68966 2.95646e+40
6.20690 2.41518e+40
6.72414 1.94354e+40
7.24138 1.57556e+40
7.75862 1.28777e+40
8.27586 1.11546e+40
8.79310 9.66914e+39
9.31034 8.39230e+39
9.82759 7.72955e+39
10.34483 7.11914e+39
10.86207 6.55694e+39
11.37931 6.03913e+39
11.89655 5.56221e+39
12.41379 5.12296e+39
12.93103 4.71839e+39
13.44828 4.34578e+39
13.96552 4.00259e+39
14.48276 3.68650e+39
15.00000 3.39537e+39
