# t[days] u g r i z y J H K
0.51724 -10.775 -11.436 -11.417 -13.071 -11.576 -8.553 -11.551 -6.245 -5.849 
1.03448 -13.434 -13.922 -14.286 -14.377 -13.915 -14.568 -13.567 -14.075 -11.227 
1.55172 -13.434 -13.922 -14.286 -14.377 -14.776 -14.911 -14.561 -14.075 -13.984 
2.06897 -13.102 -13.222 -13.887 -14.580 -14.968 -15.107 -14.578 -14.828 -14.820 
2.58621 -12.432 -12.775 -13.883 -14.301 -14.776 -14.911 -14.696 -14.919 -14.820 
3.10345 -11.838 -12.428 -13.472 -14.301 -14.647 -14.834 -14.847 -14.927 -14.741 
3.62069 -11.049 -11.815 -13.042 -14.249 -14.493 -14.766 -14.941 -14.927 -14.741 
4.13793 -10.362 -11.757 -13.039 -13.953 -14.426 -14.654 -14.941 -14.927 -15.032 
4.65517 -9.576 -11.104 -12.277 -13.700 -14.247 -14.443 -14.761 -14.941 -15.171 
5.17241 -8.913 -10.691 -12.239 -13.574 -13.992 -14.205 -14.639 -14.831 -15.032 
5.68966 -8.051 -10.390 -11.862 -13.143 -13.817 -14.005 -14.458 -14.792 -14.861 
6.20690 -7.397 -9.740 -11.792 -13.055 -13.538 -13.702 -14.243 -14.683 -14.861 
6.72414 -6.632 -9.463 -11.487 -12.643 -13.384 -13.437 -14.163 -14.459 -14.861 
7.24138 -5.717 -9.209 -11.255 -12.582 -13.094 -13.407 -14.055 -14.436 -14.733 
7.75862 -4.968 -8.698 -10.915 -12.274 -12.840 -12.972 -13.810 -14.220 -14.620 
8.27586 -4.111 -8.222 -10.815 -11.965 -12.504 -12.692 -13.484 -14.083 -14.413 
8.79310 -3.932 -8.203 -10.278 -11.485 -12.087 -12.650 -13.302 -13.859 -14.277 
9.31034 -3.792 -7.790 -10.207 -11.412 -11.752 -12.138 -13.053 -13.845 -14.201 
9.82759 -2.884 -7.438 -9.863 -11.129 -11.697 -11.909 -13.015 -13.617 -14.033 
10.34483 -2.874 -6.865 -9.547 -10.799 -11.561 -11.903 -12.792 -13.606 -13.870 
10.86207 -1.317 -6.677 -9.523 -10.645 -11.341 -11.527 -12.356 -13.142 -13.834 
11.37931 -0.732 -6.597 -9.313 -10.363 -10.958 -11.512 -12.236 -13.100 -13.563 
11.89655 -0.309 -6.587 -8.968 -10.210 -10.638 -10.822 -12.091 -13.092 -13.561 
12.41379 0.756 -6.424 -8.452 -9.886 -10.572 -10.639 -11.885 -12.951 -13.540 
12.93103 1.666 -5.480 -8.252 -9.863 -10.405 -10.639 -11.502 -12.769 -13.336 
13.44828 2.576 -4.918 -8.210 -9.435 -10.139 -10.559 -11.374 -12.412 -13.163 
13.96552 3.486 -4.634 -7.805 -9.269 -9.832 -10.114 -11.178 -12.229 -13.117 
14.48276 4.395 -3.962 -7.679 -9.240 -9.630 -9.866 -11.091 -12.107 -12.990 
15.00000 4.395 -3.556 -7.218 -9.083 -9.462 -9.493 -10.658 -12.069 -12.783 
