# t[days] Lbol[erg/s]
0.51724 3.75857e+41
1.03448 1.14537e+42
1.55172 1.68346e+42
2.06897 1.68346e+42
2.58621 1.51591e+42
3.10345 1.16776e+42
3.62069 8.92467e+41
4.13793 6.95821e+41
4.65517 5.31701e+41
5.17241 3.90992e+41
5.68966 3.03067e+41
6.20690 2.33461e+41
6.72414 1.89023e+41
7.24138 1.49663e+41
7.75862 1.27416e+41
8.27586 1.00720e+41
8.79310 8.64273e+40
9.31034 7.40225e+40
9.82759 6.32748e+40
10.34483 5.40875e+40
10.86207 4.62343e+40
11.37931 3.95213e+40
11.89655 3.37830e+40
12.41379 2.88778e+40
12.93103 2.46849e+40
13.44828 2.11008e+40
13.96552 1.80370e+40
14.48276 1.54181e+40
15.00000 1.31795e+40
