# t[days] u g r i z y J H K
0.51724 -12.641 -13.205 -13.937 -14.185 -13.793 -14.673 -14.330 -13.442 -12.393 
1.03448 -12.665 -14.148 -15.097 -15.591 -15.573 -15.661 -15.646 -15.080 -14.129 
1.55172 -12.665 -14.148 -15.097 -15.591 -15.749 -15.988 -15.792 -15.592 -15.370 
2.06897 -11.500 -13.107 -14.709 -15.509 -15.749 -15.988 -16.022 -15.813 -15.642 
2.58621 -10.248 -12.435 -14.096 -15.066 -15.633 -15.797 -16.022 -15.863 -15.786 
3.10345 -8.925 -11.642 -13.519 -14.657 -15.280 -15.509 -15.950 -15.845 -15.775 
3.62069 -8.781 -11.002 -13.026 -14.338 -15.000 -15.290 -15.694 -15.845 -15.775 
4.13793 -6.780 -10.028 -12.331 -13.695 -14.604 -14.914 -15.536 -15.593 -15.689 
4.65517 -6.022 -9.477 -11.809 -13.354 -14.042 -14.690 -15.101 -15.393 -15.495 
5.17241 -3.846 -8.115 -10.985 -12.702 -13.680 -14.122 -14.809 -15.181 -15.393 
5.68966 -2.618 -7.739 -10.618 -12.275 -13.158 -13.801 -14.510 -14.964 -15.202 
6.20690 -1.695 -7.375 -9.753 -11.645 -12.526 -13.282 -14.119 -14.662 -14.786 
6.72414 -0.316 -6.361 -8.913 -11.295 -12.305 -12.981 -13.870 -14.517 -14.757 
7.24138 1.307 -5.037 -8.331 -10.887 -12.030 -12.642 -13.554 -14.140 -14.524 
7.75862 2.773 -4.341 -7.666 -10.276 -11.432 -12.135 -13.259 -14.020 -14.483 
8.27586 4.239 -3.417 -7.387 -9.776 -10.925 -11.712 -12.889 -13.748 -14.245 
8.79310 5.705 -3.072 -7.066 -9.261 -10.730 -11.182 -12.580 -13.470 -14.024 
9.31034 7.171 -3.292 -5.739 -8.654 -10.306 -11.179 -12.282 -13.301 -13.884 
9.82759 8.637 -0.850 -5.719 -7.805 -9.447 -10.363 -12.085 -12.973 -13.735 
10.34483 10.103 0.051 -4.897 -7.703 -9.207 -9.889 -11.584 -12.854 -13.551 
10.86207 11.568 0.930 -4.723 -7.267 -8.982 -9.858 -11.499 -12.663 -13.426 
11.37931 13.034 1.808 -3.533 -6.732 -8.230 -9.524 -11.160 -12.398 -13.148 
11.89655 14.500 2.686 -2.950 -6.461 -8.166 -9.056 -10.742 -12.173 -13.100 
12.41379 15.966 3.565 -2.950 -6.349 -7.591 -9.052 -10.516 -11.842 -12.879 
12.93103 17.432 4.443 -2.586 -5.231 -6.790 -8.301 -10.253 -11.726 -12.717 
13.44828 18.898 5.322 -2.406 -5.231 -6.514 -7.722 -9.944 -11.495 -12.547 
13.96552 20.364 6.200 0.711 -4.852 -6.060 -7.571 -9.476 -11.490 -12.226 
14.48276 21.830 7.078 1.559 -4.144 -5.664 -7.441 -9.199 -10.862 -12.065 
15.00000 21.830 7.078 1.559 -1.802 -5.479 -6.594 -8.769 -10.710 -12.041 
