# t[days] Lbol[erg/s]
0.51724 1.07085e+41
1.03448 1.07085e+41
1.55172 3.97829e+40
2.06897 1.72543e+40
2.58621 1.00741e+40
3.10345 6.90176e+39
3.62069 4.86886e+39
4.13793 3.57873e+39
4.65517 2.93131e+39
5.17241 2.31275e+39
5.68966 1.85413e+39
6.20690 1.61196e+39
6.72414 1.30482e+39
7.24138 1.13538e+39
7.75862 9.73162e+38
8.27586 8.67954e+38
8.79310 7.55034e+38
9.31034 6.84239e+38
9.82759 5.80105e+38
10.34483 4.91819e+38
10.86207 4.16969e+38
11.37931 3.53511e+38
11.89655 2.99710e+38
12.41379 2.54097e+38
12.93103 2.15426e+38
13.44828 1.82641e+38
13.96552 1.54845e+38
14.48276 1.31279e+38
15.00000 1.11300e+38
