# t[days] u g r i z y J H K
0.51724 -13.116 -13.070 -13.297 -12.472 -13.526 -13.251 -11.875 -13.612 -8.434 
1.03448 -13.116 -13.080 -13.981 -14.435 -14.324 -14.529 -14.366 -13.704 -14.038 
1.55172 -12.386 -13.080 -13.981 -14.435 -14.435 -14.571 -14.636 -14.162 -14.242 
2.06897 -11.373 -12.442 -13.610 -14.127 -14.435 -14.571 -14.679 -14.518 -14.533 
2.58621 -10.170 -11.560 -13.062 -14.025 -14.261 -14.355 -14.679 -14.605 -14.590 
3.10345 -9.357 -10.874 -12.446 -13.499 -13.863 -14.150 -14.433 -14.605 -14.680 
3.62069 -7.758 -9.809 -11.957 -13.207 -13.729 -13.720 -14.251 -14.605 -14.708 
4.13793 -6.486 -9.683 -11.266 -12.713 -13.275 -13.591 -14.180 -14.490 -14.680 
4.65517 -5.639 -8.079 -10.697 -12.117 -12.956 -13.353 -13.922 -14.348 -14.645 
5.17241 -4.171 -7.325 -10.316 -11.534 -12.504 -12.993 -13.521 -14.247 -14.485 
5.68966 -3.048 -6.638 -9.750 -11.256 -12.150 -12.538 -13.399 -14.039 -14.332 
6.20690 -2.253 -6.555 -9.350 -10.666 -11.778 -12.054 -13.240 -13.752 -14.243 
6.72414 -1.312 -6.065 -8.718 -10.341 -11.117 -11.907 -12.848 -13.528 -14.027 
7.24138 -0.557 -4.578 -8.081 -10.297 -10.936 -11.863 -12.609 -13.438 -13.888 
7.75862 0.071 -4.144 -7.626 -9.564 -10.417 -10.800 -12.140 -13.206 -13.764 
8.27586 0.920 -3.811 -7.254 -9.340 -10.119 -10.546 -11.888 -12.779 -13.493 
8.79310 1.768 -3.569 -7.171 -8.900 -9.595 -10.414 -11.689 -12.655 -13.453 
9.31034 2.617 -3.530 -7.016 -8.793 -9.595 -9.749 -11.549 -12.571 -13.209 
9.82759 3.465 -3.530 -6.650 -8.374 -9.361 -9.692 -11.016 -12.210 -13.006 
10.34483 4.313 -2.719 -6.645 -8.324 -8.843 -9.042 -10.713 -11.955 -12.923 
10.86207 5.162 -2.719 -6.526 -8.261 -8.751 -8.788 -10.431 -11.860 -12.629 
11.37931 6.010 -2.719 -6.283 -7.696 -8.629 -8.334 -10.306 -11.562 -12.445 
11.89655 6.859 -2.032 -6.155 -7.558 -8.205 -8.186 -9.748 -11.422 -12.301 
12.41379 7.707 -1.772 -5.954 -7.523 -8.193 -8.114 -9.605 -11.028 -12.214 
12.93103 8.556 -1.545 -5.433 -7.067 -7.609 -7.973 -9.400 -10.752 -12.072 
13.44828 9.404 -0.648 -5.411 -6.583 -7.506 -7.411 -8.966 -10.575 -11.604 
13.96552 10.253 -0.989 -4.898 -6.567 -7.247 -7.337 -8.804 -10.081 -11.336 
14.48276 11.101 -0.648 -4.728 -6.280 -6.971 -6.983 -8.533 -9.946 -11.168 
15.00000 11.101 0.000 -4.573 -5.908 -6.823 -6.703 -8.113 -9.929 -11.054 
