# t[days] Lbol[erg/s]
0.51724 6.99581e+40
1.03448 3.28743e+41
1.55172 4.87650e+41
2.06897 5.32685e+41
2.58621 5.32685e+41
3.10345 5.06116e+41
3.62069 4.60842e+41
4.13793 3.89231e+41
4.65517 3.31612e+41
5.17241 2.98465e+41
5.68966 2.35651e+41
6.20690 1.93214e+41
6.72414 1.59539e+41
7.24138 1.29489e+41
7.75862 1.12610e+41
8.27586 9.34281e+40
8.79310 8.23655e+40
9.31034 6.96623e+40
9.82759 6.08783e+40
10.34483 5.32019e+40
10.86207 4.64934e+40
11.37931 4.06309e+40
11.89655 3.55075e+40
12.41379 3.10302e+40
12.93103 2.71175e+40
13.44828 2.36981e+40
13.96552 2.07099e+40
14.48276 1.80985e+40
15.00000 1.58164e+40
