# t[days] u g r i z y J H K
0.51724 -12.118 -12.763 -12.371 -13.404 -13.182 -13.510 -13.091 -12.378 -10.215 
1.03448 -12.777 -13.494 -14.462 -15.052 -15.102 -15.242 -15.075 -14.753 -14.085 
1.55172 -12.777 -13.494 -14.462 -15.052 -15.258 -15.349 -15.188 -15.114 -14.802 
2.06897 -11.740 -12.683 -14.154 -14.855 -15.317 -15.275 -15.346 -15.438 -15.270 
2.58621 -10.537 -12.237 -13.714 -14.630 -15.317 -15.275 -15.372 -15.438 -15.279 
3.10345 -9.407 -11.344 -13.086 -14.315 -14.914 -15.124 -15.372 -15.468 -15.520 
3.62069 -8.365 -10.597 -12.773 -14.055 -14.696 -15.061 -15.236 -15.456 -15.520 
4.13793 -7.047 -10.051 -12.213 -13.790 -14.383 -14.745 -15.017 -15.456 -15.514 
4.65517 -5.950 -9.802 -11.914 -13.357 -14.047 -14.352 -14.889 -15.193 -15.349 
5.17241 -5.536 -8.873 -11.344 -12.707 -13.589 -14.046 -14.619 -15.148 -15.241 
5.68966 -3.669 -8.102 -10.899 -12.452 -13.242 -13.738 -14.360 -14.948 -15.111 
6.20690 -2.698 -8.022 -10.846 -12.135 -12.877 -13.391 -14.217 -14.868 -15.083 
6.72414 -2.676 -8.022 -10.124 -11.710 -12.575 -12.971 -13.881 -14.553 -14.712 
7.24138 -1.847 -6.995 -9.651 -11.226 -12.128 -12.572 -13.565 -14.296 -14.633 
7.75862 -1.263 -6.722 -9.579 -11.048 -11.771 -12.175 -13.375 -14.112 -14.590 
8.27586 0.111 -6.574 -9.201 -10.617 -11.474 -11.795 -12.798 -13.931 -14.303 
8.79310 0.867 -5.930 -8.842 -10.387 -10.880 -11.535 -12.696 -13.701 -14.235 
9.31034 1.623 -5.930 -8.541 -9.849 -10.595 -11.219 -12.256 -13.473 -13.941 
9.82759 2.379 -5.748 -8.093 -9.684 -10.281 -11.157 -12.172 -13.291 -13.857 
10.34483 3.135 -5.614 -8.088 -9.363 -9.988 -10.065 -11.688 -13.044 -13.789 
10.86207 3.891 -5.363 -7.770 -8.883 -9.512 -9.797 -11.449 -12.726 -13.551 
11.37931 4.647 -4.492 -7.404 -8.881 -9.501 -9.685 -11.226 -12.567 -13.328 
11.89655 5.403 -3.796 -7.312 -8.510 -9.026 -9.478 -11.211 -12.412 -13.201 
12.41379 6.159 -3.796 -6.853 -8.057 -8.851 -9.431 -10.735 -12.126 -13.023 
12.93103 6.915 -3.796 -6.571 -7.937 -8.389 -9.053 -10.381 -12.031 -12.937 
13.44828 7.671 -2.803 -6.392 -7.799 -8.188 -8.821 -10.303 -11.790 -12.746 
13.96552 8.427 -2.328 -5.784 -7.684 -7.744 -8.180 -9.871 -11.203 -12.521 
14.48276 9.182 -2.492 -5.446 -7.435 -7.666 -8.100 -9.737 -11.182 -12.321 
15.00000 9.182 -2.328 -4.874 -6.938 -7.275 -7.727 -9.625 -10.943 -12.202 
