# t[days] Lbol[erg/s]
0.51724 1.34937e+41
1.03448 3.18964e+41
1.55172 3.21060e+41
2.06897 3.21060e+41
2.58621 3.07644e+41
3.10345 2.78932e+41
3.62069 2.37419e+41
4.13793 2.02372e+41
4.65517 1.86639e+41
5.17241 1.59482e+41
5.68966 1.35132e+41
6.20690 1.17750e+41
6.72414 1.00291e+41
7.24138 8.49296e+40
7.75862 7.23811e+40
8.27586 6.14682e+40
8.79310 5.27281e+40
9.31034 4.62146e+40
9.82759 3.94329e+40
10.34483 3.36463e+40
10.86207 2.87090e+40
11.37931 2.44961e+40
11.89655 2.09015e+40
12.41379 1.78343e+40
12.93103 1.52172e+40
13.44828 1.29842e+40
13.96552 1.10789e+40
14.48276 9.45310e+39
15.00000 8.06592e+39
