# t[days] Lbol[erg/s]
0.51724 1.02298e+41
1.03448 1.49951e+41
1.55172 1.49951e+41
2.06897 1.33335e+41
2.58621 1.26117e+41
3.10345 1.17022e+41
3.62069 9.80488e+40
4.13793 8.43522e+40
4.65517 7.16813e+40
5.17241 5.82327e+40
5.68966 4.91767e+40
6.20690 4.24864e+40
6.72414 3.48908e+40
7.24138 3.12540e+40
7.75862 2.70950e+40
8.27586 2.37436e+40
8.79310 2.12109e+40
9.31034 1.83411e+40
9.82759 1.64243e+40
10.34483 1.47078e+40
10.86207 1.31707e+40
11.37931 1.17942e+40
11.89655 1.05616e+40
12.41379 9.45783e+39
12.93103 8.46939e+39
13.44828 7.58426e+39
13.96552 6.79163e+39
14.48276 6.08184e+39
15.00000 5.44623e+39
