# t[days] Lbol[erg/s]
0.51724 1.26423e+41
1.03448 3.36527e+41
1.55172 3.47554e+41
2.06897 3.47554e+41
2.58621 2.99481e+41
3.10345 2.58223e+41
3.62069 2.12673e+41
4.13793 1.72828e+41
4.65517 1.31718e+41
5.17241 1.05219e+41
5.68966 8.35151e+40
6.20690 6.60015e+40
6.72414 5.42720e+40
7.24138 4.48395e+40
7.75862 3.75125e+40
8.27586 3.00264e+40
8.79310 2.61852e+40
9.31034 2.24821e+40
9.82759 2.05423e+40
10.34483 1.87698e+40
10.86207 1.71503e+40
11.37931 1.56704e+40
11.89655 1.43183e+40
12.41379 1.30829e+40
12.93103 1.19540e+40
13.44828 1.09226e+40
13.96552 9.98013e+39
14.48276 9.11900e+39
15.00000 8.33217e+39
