11 
100
30 0.25 15.25 
1.110e+03 	6.7612e-14 	 2.3312e-18 	 -9.9576e-18 	3.1929e-15 	 -1.2054e-20 	 -5.5992e-21 	7.2793e-16 	 -3.1419e-22 	 -6.5943e-22 	1.9837e-16 	 -8.9376e-23 	 -3.258e-22 	4.9966e-17 	   0 	   0 	2.8791e-17 	   0 	   0 	1.5035e-17 	   0 	   0 	9.8155e-18 	   0 	   0 	3.8547e-19 	   0 	   0 	1.2484e-21 	   0 	   0 	5.9449e-23 	   0 	   0 	4.2309e-33 	   0 	   0 	3.7239e-23 	   0 	   0 	  0 	   0 	   0 	5.0707e-19 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	9.1734e-25 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	1.2401e-26 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	
1.330e+03 	5.8493e-14 	 -3.9821e-18 	 -4.7815e-19 	8.8359e-15 	 2.691e-20 	 -2.2177e-20 	3.3451e-15 	 2.1747e-21 	 2.4553e-22 	1.0767e-15 	 -1.208e-22 	 -1.57e-21 	4.7435e-16 	 4.9785e-18 	 6.0775e-19 	2.4632e-16 	   0 	   0 	1.4676e-16 	 3.0342e-25 	 -1.5766e-25 	6.9303e-17 	   0 	   0 	2.7234e-17 	   0 	   0 	1.5903e-17 	   0 	   0 	2.469e-17 	   0 	   0 	3.416e-18 	   0 	   0 	5.2611e-18 	   0 	   0 	2.5546e-18 	   0 	   0 	1.152e-18 	   0 	   0 	1.7581e-18 	   0 	   0 	9.1973e-19 	   0 	   0 	1.9351e-19 	   0 	   0 	2.8495e-27 	   0 	   0 	1.0083e-23 	   0 	   0 	1.3128e-18 	   0 	   0 	4.5038e-23 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	3.3322e-36 	   0 	   0 	  0 	   0 	   0 	  0 	   0 	   0 	1.9068e-20 	   0 	   0 	  0 	   0 	   0 	
1.550e+03 	7.4845e-14 	 2.8463e-18 	 -9.3374e-18 	1.7351e-14 	 1.1834e-17 	 2.9291e-18 	8.3437e-15 	 -9.44e-22 	 -1.8955e-21 	3.1055e-15 	 1.7572e-20 	 5.8152e-20 	1.8322e-15 	 -3.0672e-22 	 -7.6461e-22 	9.5081e-16 	 4.6731e-23 	 -5.7665e-23 	4.7371e-16 	 1.736e-22 	 1.8024e-22 	3.145e-16 	 1.0605e-19 	 -7.4401e-20 	1.8203e-16 	 -7.4808e-24 	 2.4341e-24 	1.1064e-16 	   0 	   0 	5.303e-17 	   0 	   0 	6.7339e-17 	   0 	   0 	3.0931e-17 	   0 	   0 	1.7962e-17 	   0 	   0 	2.2432e-17 	   0 	   0 	1.4048e-17 	   0 	   0 	6.5671e-18 	   0 	   0 	3.3198e-18 	   0 	   0 	2.7963e-18 	   0 	   0 	2.2524e-18 	   0 	   0 	2.6982e-18 	   0 	   0 	1.7967e-18 	   0 	   0 	2.3474e-20 	   0 	   0 	1.7692e-18 	   0 	   0 	7.8781e-153 	   0 	   0 	2.1667e-20 	   0 	   0 	2.9535e-23 	   0 	   0 	  0 	   0 	   0 	1.1466e-23 	   0 	   0 	1.2255e-19 	   0 	   0 	
1.770e+03 	8.6782e-14 	 -3.1167e-18 	 -8.1189e-20 	3.0059e-14 	 -1.6672e-18 	 -5.0869e-19 	1.6629e-14 	 1.6393e-20 	 3.4953e-21 	8.7082e-15 	 1.0686e-20 	 3.8563e-23 	4.2852e-15 	 -1.0381e-21 	 -3.2064e-22 	2.182e-15 	 6.5368e-22 	 2.0481e-22 	1.4929e-15 	 -7.8041e-23 	 -6.6891e-23 	8.832e-16 	 1.6357e-23 	 -1.4008e-23 	5.7508e-16 	 -1.1613e-22 	 -4.0273e-23 	4.188e-16 	   0 	   0 	3.0901e-16 	 9.3737e-23 	 -1.2948e-22 	1.8097e-16 	   0 	   0 	1.3155e-16 	   0 	   0 	1.0241e-16 	   0 	   0 	6.662e-17 	   0 	   0 	5.0027e-17 	   0 	   0 	3.1763e-17 	   0 	   0 	2.8726e-17 	   0 	   0 	2.5447e-17 	   0 	   0 	1.4892e-17 	   0 	   0 	6.4e-18 	   0 	   0 	7.863e-18 	   0 	   0 	3.6333e-18 	   0 	   0 	6.5579e-18 	   0 	   0 	6.1043e-18 	   0 	   0 	1.9215e-18 	   0 	   0 	1.0361e-18 	   0 	   0 	3.1258e-18 	   0 	   0 	8.0265e-19 	   0 	   0 	1.7628e-18 	   0 	   0 	
1.990e+03 	9.1567e-14 	 2.6986e-17 	 -4.5394e-17 	4.421e-14 	 1.2545e-17 	 5.1556e-18 	2.6057e-14 	 9.719e-18 	 -5.8981e-19 	1.4802e-14 	 -9.2283e-19 	 2.9543e-19 	8.4997e-15 	 5.7447e-18 	 -2.6394e-18 	5.0805e-15 	 -8.9244e-20 	 2.6416e-19 	3.5835e-15 	 -3.0602e-22 	 -2.6849e-22 	2.2878e-15 	 -1.0133e-22 	 2.7279e-23 	1.5592e-15 	 1.2998e-22 	 8.5508e-24 	1.1014e-15 	 -8.2964e-23 	 -1.1026e-22 	9.0418e-16 	 3.6839e-23 	 4.7407e-23 	6.1288e-16 	 -4.4214e-23 	 -2.2904e-23 	4.2789e-16 	   0 	   0 	3.24e-16 	   0 	   0 	2.4658e-16 	   0 	   0 	1.8786e-16 	   0 	   0 	1.6011e-16 	   0 	   0 	1.133e-16 	   0 	   0 	7.0543e-17 	   0 	   0 	6.7875e-17 	   0 	   0 	6.3864e-17 	   0 	   0 	3.7757e-17 	   0 	   0 	3.3713e-17 	   0 	   0 	3.1761e-17 	   0 	   0 	1.9417e-17 	   0 	   0 	1.6154e-17 	   0 	   0 	9.1528e-18 	   0 	   0 	9.3945e-18 	   0 	   0 	8.0637e-18 	   0 	   0 	1.0375e-17 	   0 	   0 	
2.210e+03 	9.0795e-14 	 3.4044e-17 	 -4.8182e-17 	5.2031e-14 	 4.9197e-18 	 -1.7862e-19 	3.7039e-14 	 1.56e-19 	 8.1241e-20 	2.2125e-14 	 -1.1266e-21 	 1.6336e-20 	1.491e-14 	 4.9695e-20 	 -1.6457e-19 	9.4192e-15 	 -3.4008e-22 	 -7.4721e-24 	6.7391e-15 	 -1.264e-21 	 -4.0043e-21 	4.466e-15 	 -6.2422e-20 	 -1.4585e-20 	3.4319e-15 	 -9.9043e-23 	 2.3979e-22 	2.5247e-15 	 -1.0613e-22 	 1.0562e-22 	1.8769e-15 	 5.941e-24 	 -2.8348e-23 	1.4448e-15 	 1.9951e-22 	 -2.8323e-23 	1.0578e-15 	 9.5336e-28 	 -4.7742e-27 	8.4834e-16 	 4.4683e-23 	 4.0548e-23 	6.8005e-16 	   0 	   0 	5.1625e-16 	 8.5192e-24 	 -8.0781e-24 	3.7997e-16 	 3.3662e-26 	 1.3305e-25 	2.9911e-16 	 2.6067e-23 	 2.1442e-23 	2.5062e-16 	   0 	   0 	2.0967e-16 	   0 	   0 	1.7336e-16 	   0 	   0 	1.2924e-16 	   0 	   0 	1.1428e-16 	 -3.5415e-24 	 3.7075e-23 	7.5918e-17 	   0 	   0 	7.312e-17 	   0 	   0 	5.2732e-17 	   0 	   0 	5.2954e-17 	   0 	   0 	3.0764e-17 	   0 	   0 	2.5129e-17 	   0 	   0 	2.8585e-17 	   0 	   0 	
2.430e+03 	9.298e-14 	 3.3253e-17 	 6.0977e-17 	6.2852e-14 	 -9.9232e-18 	 6.3529e-18 	4.8839e-14 	 1.1183e-19 	 -2.5225e-19 	3.0304e-14 	 -1.3267e-18 	 4.1171e-18 	2.139e-14 	 -4.329e-18 	 -2.3555e-18 	1.4999e-14 	 5.8065e-20 	 -2.6155e-20 	1.099e-14 	 -3.0309e-21 	 1.2924e-21 	7.9323e-15 	 -1.2111e-22 	 -8.2576e-23 	5.9286e-15 	 2.5383e-22 	 -2.0394e-22 	4.411e-15 	 3.33e-23 	 -1.4295e-22 	3.5404e-15 	 -1.7944e-22 	 6.6234e-23 	2.783e-15 	 3.71e-23 	 -2.9716e-23 	2.1495e-15 	 3.4948e-23 	 8.1228e-23 	1.7349e-15 	 -5.6504e-24 	 2.1711e-23 	1.4474e-15 	 -1.5334e-23 	 5.8927e-23 	1.1679e-15 	 2.9353e-23 	 9.3467e-23 	8.5809e-16 	 1.4895e-23 	 -6.2633e-23 	7.5778e-16 	 -2.2113e-29 	 2.1717e-30 	6.1174e-16 	 -5.441e-26 	 -7.6193e-26 	4.9737e-16 	 4.2215e-24 	 1.6734e-24 	3.9878e-16 	   0 	   0 	3.0953e-16 	 -2.7288e-24 	 4.899e-23 	2.7656e-16 	   0 	   0 	2.3514e-16 	   0 	   0 	1.7709e-16 	   0 	   0 	1.5709e-16 	 -4.9963e-24 	 1.0862e-23 	1.3364e-16 	   0 	   0 	1.0063e-16 	   0 	   0 	8.0958e-17 	   0 	   0 	7.4941e-17 	   0 	   0 	
2.650e+03 	8.7081e-14 	 1.8068e-17 	 2.4439e-18 	7.0971e-14 	 2.6416e-17 	 2.7456e-17 	5.7463e-14 	 1.9791e-18 	 2.3035e-19 	3.9542e-14 	 -5.725e-18 	 -5.7884e-18 	2.8833e-14 	 -1.4346e-18 	 1.9306e-19 	2.1197e-14 	 -8.719e-20 	 -7.6037e-20 	1.5322e-14 	 1.0851e-18 	 -1.6421e-18 	1.2033e-14 	 1.2369e-18 	 -1.1207e-18 	8.9916e-15 	 -3.2765e-20 	 -2.3777e-21 	7.3485e-15 	 4.4484e-23 	 2.6667e-22 	5.6229e-15 	 4.3719e-22 	 -4.7288e-22 	4.6258e-15 	 4.6184e-25 	 -1.1181e-24 	3.7682e-15 	 -4.3953e-20 	 -2.9049e-20 	3.07e-15 	 3.7786e-20 	 6.852e-20 	2.5223e-15 	 -3.8931e-23 	 4.248e-23 	2.1512e-15 	 -3.1742e-23 	 -2.0988e-23 	1.7327e-15 	 3.3604e-19 	 -1.833e-19 	1.4185e-15 	 2.0396e-24 	 5.4315e-25 	1.1915e-15 	 -2.7372e-24 	 -3.4452e-24 	9.5336e-16 	 -1.4062e-23 	 -3.7099e-24 	8.0724e-16 	   0 	   0 	6.9496e-16 	 1.2343e-23 	 -3.6005e-23 	6.1465e-16 	 7.5707e-24 	 2.2764e-23 	5.0028e-16 	   0 	   0 	4.259e-16 	   0 	   0 	3.5541e-16 	   0 	   0 	2.8644e-16 	 1.0177e-23 	 8.2433e-24 	2.5497e-16 	   0 	   0 	2.1136e-16 	   0 	   0 	1.8592e-16 	   0 	   0 	
2.870e+03 	9.3775e-14 	 8.891e-17 	 4.2383e-18 	8.1406e-14 	 -1.3827e-17 	 -2.1009e-17 	6.5751e-14 	 1.2929e-18 	 -6.9258e-18 	4.9803e-14 	 -6.4047e-19 	 1.0855e-18 	3.6982e-14 	 1.8789e-18 	 5.4168e-19 	2.7803e-14 	 -1.4141e-20 	 -3.6937e-20 	2.0767e-14 	 -1.0576e-18 	 2.1797e-18 	1.6089e-14 	 3.0685e-18 	 2.0455e-18 	1.3209e-14 	 9.1292e-22 	 -2.5667e-21 	1.0334e-14 	 8.9168e-24 	 1.9677e-22 	8.4519e-15 	 8.0063e-23 	 2.108e-22 	7.277e-15 	 -2.2065e-23 	 1.977e-22 	5.7096e-15 	 1.2816e-22 	 -3.0503e-21 	4.6657e-15 	 6.8734e-23 	 7.5126e-23 	3.9485e-15 	 1.9935e-20 	 2.2792e-20 	3.4083e-15 	 -1.825e-22 	 -4.1542e-21 	2.8122e-15 	 7.054e-23 	 -1.8933e-23 	2.4579e-15 	 2.8132e-22 	 -6.145e-21 	2.1248e-15 	 1.4136e-23 	 8.4001e-24 	1.6985e-15 	 -1.7763e-20 	 6.5548e-20 	1.5621e-15 	 3.3715e-24 	 -1.8913e-23 	1.3092e-15 	 1.6513e-24 	 -2.4856e-24 	1.0778e-15 	 -1.3484e-25 	 -1.5963e-25 	9.3005e-16 	 -3.0516e-26 	 4.3822e-25 	8.4744e-16 	 -1.2304e-25 	 -4.1586e-25 	7.3437e-16 	   0 	   0 	6.6093e-16 	   0 	   0 	5.3654e-16 	 -6.9817e-26 	 2.9464e-26 	4.7631e-16 	   0 	   0 	3.5127e-16 	 8.6052e-25 	 -9.6172e-25 	
3.090e+03 	9.1709e-14 	 6.9828e-17 	 9.7457e-17 	8.5865e-14 	 -2.9104e-17 	 6.6626e-18 	7.264e-14 	 -8.271e-18 	 -1.342e-17 	5.7835e-14 	 -2.1325e-18 	 -5.4777e-19 	4.4025e-14 	 6.9458e-19 	 7.0182e-19 	3.3835e-14 	 5.4052e-18 	 -2.8068e-18 	2.5681e-14 	 -2.5643e-19 	 -9.0125e-19 	2.1074e-14 	 -9.6851e-20 	 1.5923e-19 	1.6842e-14 	 -1.295e-18 	 -2.7951e-19 	1.4006e-14 	 -4.7045e-22 	 1.1242e-21 	1.1741e-14 	 -5.9164e-19 	 -1.6769e-19 	9.5525e-15 	 -7.7859e-20 	 -3.1537e-20 	7.9958e-15 	 -4.296e-23 	 -1.1797e-22 	6.7848e-15 	 4.5302e-19 	 -4.924e-19 	5.8105e-15 	 2.5926e-21 	 6.1437e-20 	5.0536e-15 	 -3.5802e-20 	 -8.1503e-20 	4.3615e-15 	 -5.1544e-23 	 2.7355e-23 	3.7518e-15 	 -4.4822e-23 	 -6.4777e-23 	3.2223e-15 	 -4.9109e-19 	 -7.7321e-20 	2.9001e-15 	 -1.0163e-21 	 1.8667e-22 	2.3519e-15 	 -3.1952e-23 	 -5.2267e-23 	2.1091e-15 	 -1.0685e-23 	 -3.8091e-23 	1.7635e-15 	 2.1055e-24 	 3.7394e-24 	1.5387e-15 	 -1.8626e-24 	 -6.3477e-24 	1.3681e-15 	 2.7826e-19 	 -4.8894e-19 	1.2126e-15 	   0 	   0 	1.0224e-15 	 -5.2951e-24 	 -4.8941e-24 	9.2227e-16 	 1.5213e-24 	 -3.1776e-25 	7.9582e-16 	   0 	   0 	6.6035e-16 	   0 	   0 	
